,제조사,모델,모델연도,사용량,배기량,변속기,연료,연비,가격
4859,BMW, X1,2017,21113,2.0,Semi-Auto,Diesel,65.7,18890
4860,BMW, 1 Series,2017,34500,2.0,Manual,Diesel,65.7,13500
4861,BMW, 1 Series,2017,11500,1.5,Manual,Petrol,52.3,15500
4862,BMW, X1,2016,29330,2.0,Automatic,Diesel,55.4,18650
4863,BMW, 5 Series,2019,8612,2.0,Automatic,Petrol,48.7,31580
4864,BMW, 3 Series,2019,9545,2.0,Semi-Auto,Diesel,52.3,27710
4865,BMW, 1 Series,2017,10683,1.5,Manual,Petrol,56.5,11799
4866,BMW, i3,2014,34539,0.0,Automatic,Hybrid,470.8,14495
4867,BMW, 1 Series,2017,26488,2.0,Semi-Auto,Diesel,67.3,15000
4868,BMW, 3 Series,2020,10,2.0,Semi-Auto,Diesel,53.3,33995
4869,BMW, 3 Series,2019,5604,2.0,Semi-Auto,Petrol,40.9,29990
4870,BMW, X1,2017,32300,2.0,Semi-Auto,Diesel,57.6,18995
4871,BMW, 2 Series,2017,48839,1.5,Manual,Diesel,74.3,12500
4872,BMW, 2 Series,2018,19566,2.0,Manual,Diesel,54.3,17000
4873,BMW, 5 Series,2017,24000,3.0,Semi-Auto,Diesel,51.4,30995
4874,BMW, 2 Series,2016,24849,2.0,Automatic,Diesel,64.2,13699
4875,BMW, 1 Series,2016,41718,1.5,Manual,Petrol,53.3,10690
4876,BMW, 1 Series,2015,55825,1.6,Manual,Petrol,50.4,8390
4877,BMW, 1 Series,2013,44000,1.6,Semi-Auto,Petrol,48.7,9444
4878,BMW, 3 Series,2018,15388,3.0,Semi-Auto,Diesel,56.5,20860
4879,BMW, 3 Series,2013,21388,2.0,Semi-Auto,Diesel,62.8,12077
4880,BMW, X1,2018,13245,2.0,Semi-Auto,Diesel,60.1,24081
4881,BMW, 5 Series,2019,6311,2.0,Semi-Auto,Petrol,46.3,37921
4882,BMW, 4 Series,2014,48474,3.0,Semi-Auto,Diesel,52.3,16612
4883,BMW, X5,2018,24786,3.0,Automatic,Diesel,47.1,37692
4884,BMW, X5,2019,7666,3.0,Automatic,Diesel,37.7,48892
4885,BMW, 1 Series,2019,7791,2.0,Automatic,Petrol,34.5,30240
4886,BMW, X4,2019,6982,3.0,Semi-Auto,Diesel,40.9,38980
4887,BMW, X3,2019,3280,2.0,Automatic,Diesel,54.3,43740
4888,BMW, 4 Series,2019,5865,2.0,Automatic,Petrol,48.7,23270
4889,BMW, 3 Series,2019,1683,3.0,Automatic,Petrol,34.9,40406
4890,BMW, 1 Series,2019,5382,2.0,Manual,Diesel,53.3,27190
4891,BMW, 1 Series,2019,9516,2.0,Automatic,Diesel,48.7,31200
4892,BMW, 2 Series,2019,5720,2.0,Semi-Auto,Diesel,49.6,29960
4893,BMW, 2 Series,2017,20319,2.0,Semi-Auto,Petrol,48.7,18100
4894,BMW, X1,2016,26122,2.0,Manual,Diesel,68.9,17500
4895,BMW, 3 Series,2018,29748,2.0,Semi-Auto,Diesel,60.1,18690
4896,BMW, 3 Series,2018,26937,2.0,Semi-Auto,Diesel,64.2,18500
4897,BMW, 3 Series,2013,63969,2.0,Manual,Diesel,62.8,8992
4898,BMW, 2 Series,2019,14219,2.0,Manual,Diesel,51.4,19949
4899,BMW, X1,2018,27041,2.0,Manual,Diesel,68.9,16500
4900,BMW, 3 Series,2019,4465,2.0,Manual,Diesel,54.3,27990
4901,BMW, 3 Series,2019,1425,2.0,Semi-Auto,Petrol,42.2,29995
4902,BMW, X1,2019,3150,1.5,Manual,Petrol,52.3,25995
4903,BMW, 3 Series,2019,5600,2.0,Semi-Auto,Diesel,52.3,27990
4904,BMW, 5 Series,2019,3117,2.0,Semi-Auto,Petrol,50.4,29990
4905,BMW, 2 Series,2020,1501,2.0,Semi-Auto,Diesel,48.7,30995
4906,BMW, 4 Series,2020,1501,2.0,Semi-Auto,Diesel,58.9,37995
4907,BMW, 5 Series,2020,1501,2.0,Semi-Auto,Hybrid,49.6,33995
4908,BMW, X1,2017,22579,2.0,Semi-Auto,Petrol,44.8,19790
4909,BMW, 5 Series,2015,31567,3.0,Semi-Auto,Diesel,50.4,19990
4910,BMW, 5 Series,2016,21698,2.0,Semi-Auto,Diesel,62.8,15990
4911,BMW, X5,2019,7300,3.0,Semi-Auto,Diesel,33.6,51990
4912,BMW, M3,2018,12879,3.0,Semi-Auto,Petrol,34.0,43990
4913,BMW, 3 Series,2019,4503,2.0,Manual,Diesel,54.3,31490
4914,BMW, 3 Series,2016,45090,3.0,Semi-Auto,Diesel,51.4,18990
4915,BMW, 1 Series,2018,26232,1.5,Semi-Auto,Petrol,54.3,17490
4916,BMW, 3 Series,2018,12311,2.0,Manual,Diesel,62.8,17490
4917,BMW, 2 Series,2020,10,1.5,Semi-Auto,Petrol,42.2,26995
4918,BMW, X1,2016,25216,2.0,Semi-Auto,Diesel,60.1,17990
4919,BMW, 1 Series,2019,3660,1.5,Semi-Auto,Petrol,40.4,26990
4920,BMW, 3 Series,2019,6,2.0,Semi-Auto,Petrol,42.2,28990
4921,BMW, 3 Series,2019,7322,2.0,Semi-Auto,Diesel,52.3,28990
4922,BMW, X3,2019,38,2.0,Semi-Auto,Diesel,54.3,33990
4923,BMW, 4 Series,2019,6051,2.0,Semi-Auto,Diesel,65.7,27990
4924,BMW, X5,2019,8637,3.0,Semi-Auto,Diesel,33.6,56990
4925,BMW, 1 Series,2019,5846,1.5,Manual,Petrol,41.5,24990
4926,BMW, X5,2019,7153,3.0,Semi-Auto,Diesel,33.6,54990
4927,BMW, 2 Series,2016,25653,2.0,Semi-Auto,Diesel,60.1,17240
4928,BMW, 1 Series,2019,6377,3.0,Semi-Auto,Petrol,39.8,24990
4929,BMW, 4 Series,2014,52135,2.0,Semi-Auto,Diesel,61.4,12990
4930,BMW, X5,2019,5849,3.0,Semi-Auto,Diesel,37.7,51990
4931,BMW, X5,2019,5850,3.0,Semi-Auto,Diesel,37.7,51990
4932,BMW, 3 Series,2019,4210,2.0,Semi-Auto,Petrol,40.9,29990
4933,BMW, 2 Series,2018,8370,2.0,Automatic,Petrol,36.2,20360
4934,BMW, 2 Series,2015,46904,1.5,Manual,Diesel,74.3,10860
4935,BMW, 1 Series,2017,30939,2.0,Semi-Auto,Diesel,65.7,14610
4936,BMW, 4 Series,2015,24421,3.0,Automatic,Petrol,36.7,21491
4937,BMW, X5,2014,67711,3.0,Automatic,Diesel,47.1,23950
4938,BMW, 1 Series,2015,19886,2.0,Semi-Auto,Diesel,67.3,11550
4939,BMW, 3 Series,2017,22000,1.5,Manual,Petrol,52.3,14000
4940,BMW, 4 Series,2016,9647,2.0,Semi-Auto,Petrol,44.1,19595
4941,BMW, 3 Series,2019,2400,3.0,Semi-Auto,Petrol,41.5,25595
4942,BMW, 3 Series,2014,26311,3.0,Semi-Auto,Hybrid,47.9,17999
4943,BMW, 4 Series,2018,19438,3.0,Semi-Auto,Diesel,55.4,23990
4944,BMW, 1 Series,2019,5161,1.5,Manual,Petrol,53.3,15990
4945,BMW, 2 Series,2020,1501,2.0,Semi-Auto,Petrol,36.2,32995
4946,BMW, 2 Series,2019,3303,1.5,Manual,Petrol,42.8,19990
4947,BMW, 3 Series,2019,4758,2.0,Semi-Auto,Diesel,49.6,32990
4948,BMW, X5,2019,5925,3.0,Semi-Auto,Diesel,37.7,50990
4949,BMW, 2 Series,2018,21691,2.0,Semi-Auto,Petrol,47.9,19990
4950,BMW, 3 Series,2018,21110,3.0,Semi-Auto,Diesel,51.4,24490
4951,BMW, 2 Series,2017,8693,2.0,Semi-Auto,Petrol,50.4,17990
4952,BMW, 3 Series,2019,3165,2.0,Semi-Auto,Diesel,52.3,30990
4953,BMW, 3 Series,2016,34110,3.0,Semi-Auto,Diesel,51.4,19995
4954,BMW, 2 Series,2017,29006,2.0,Semi-Auto,Diesel,68.9,15995
4955,BMW, 1 Series,2017,25656,1.5,Manual,Diesel,72.4,12995
4956,BMW, X5,2017,54000,3.0,Automatic,Diesel,42.8,33500
4957,BMW, 1 Series,2019,11128,3.0,Semi-Auto,Petrol,39.8,23500
4958,BMW, 4 Series,2017,14500,2.0,Semi-Auto,Petrol,48.7,19250
4959,BMW, 3 Series,2019,4314,2.0,Semi-Auto,Petrol,40.4,36990
4960,BMW, X3,2019,15,2.0,Semi-Auto,Diesel,54.3,35990
4961,BMW, 8 Series,2019,5441,3.0,Semi-Auto,Diesel,40.4,59990
4962,BMW, X3,2019,4421,2.0,Semi-Auto,Diesel,54.3,35995
4963,BMW, X4,2019,5809,2.0,Semi-Auto,Diesel,42.8,37995
4964,BMW, 3 Series,2019,3811,2.0,Semi-Auto,Diesel,52.3,28990
4965,BMW, 2 Series,2020,1501,2.0,Semi-Auto,Petrol,47.9,29995
4966,BMW, X2,2020,1501,2.0,Semi-Auto,Petrol,38.7,29995
4967,BMW, X1,2020,1501,2.0,Semi-Auto,Diesel,50.4,34995
4968,BMW, X1,2020,1501,2.0,Semi-Auto,Diesel,50.4,30995
4969,BMW, 4 Series,2019,2028,2.0,Semi-Auto,Diesel,65.7,25990
4970,BMW, X3,2020,1501,3.0,Semi-Auto,Petrol,34.5,42995
4971,BMW, 3 Series,2020,1501,2.0,Semi-Auto,Diesel,50.4,32995
4972,BMW, X1,2016,50131,2.0,Semi-Auto,Diesel,60.1,15995
4973,BMW, 1 Series,2016,15210,1.5,Manual,Petrol,53.3,12490
4974,BMW, 3 Series,2016,34484,2.0,Manual,Diesel,58.9,15750
4975,BMW, 3 Series,2016,14302,3.0,Semi-Auto,Diesel,56.5,19490
4976,BMW, X1,2017,34697,2.0,Semi-Auto,Diesel,55.4,18990
4977,BMW, X5,2016,39469,2.0,Automatic,Hybrid,85.6,30990
4978,BMW, 2 Series,2018,3960,3.0,Semi-Auto,Petrol,32.5,25990
4979,BMW, 3 Series,2020,1501,3.0,Semi-Auto,Diesel,47.9,35995
4980,BMW, 3 Series,2017,28600,3.0,Semi-Auto,Diesel,51.4,22950
4981,BMW, 2 Series,2019,3682,2.0,Semi-Auto,Petrol,47.9,21995
4982,BMW, X2,2020,10,2.0,Semi-Auto,Diesel,58.9,28995
4983,BMW, 4 Series,2017,29926,2.0,Manual,Diesel,62.8,17990
4984,BMW, X6,2019,3086,3.0,Semi-Auto,Diesel,34.9,52990
4985,BMW, 1 Series,2018,13856,1.5,Manual,Petrol,53.3,15990
4986,BMW, 2 Series,2019,4155,2.0,Semi-Auto,Diesel,65.7,24990
4987,BMW, X3,2019,3800,2.0,Automatic,Diesel,54.3,35995
4988,BMW, 1 Series,2019,5623,1.5,Manual,Petrol,52.3,18999
4989,BMW, X2,2018,34697,2.0,Semi-Auto,Diesel,58.9,22500
4990,BMW, 2 Series,2019,5290,1.5,Semi-Auto,Petrol,48.7,23222
4991,BMW, 3 Series,2019,8680,2.0,Semi-Auto,Hybrid,8.8,33999
4992,BMW, 5 Series,2019,4592,2.0,Semi-Auto,Hybrid,156.9,34555
4993,BMW, 3 Series,2019,9262,2.0,Semi-Auto,Diesel,52.3,27500
4994,BMW, 3 Series,2019,13033,2.0,Automatic,Petrol,42.2,25444
4995,BMW, 3 Series,2019,11659,2.0,Semi-Auto,Diesel,55.4,23250
4996,BMW, 3 Series,2019,12045,2.0,Semi-Auto,Diesel,55.4,23250
4997,BMW, 4 Series,2019,3500,3.0,Automatic,Diesel,50.4,36999
4998,BMW, 4 Series,2019,1500,2.0,Automatic,Diesel,60.1,35999
4999,BMW, 5 Series,2019,3500,2.0,Automatic,Petrol,50.4,31950
5000,BMW, 2 Series,2020,1500,1.5,Manual,Petrol,43.5,31820
5001,BMW, 1 Series,2020,2500,2.0,Manual,Diesel,53.3,27995
5002,BMW, 3 Series,2019,17188,2.0,Automatic,Diesel,49.6,35995
5003,BMW, 5 Series,2019,3500,2.0,Automatic,Petrol,50.4,31950
5004,BMW, X1,2019,9500,2.0,Automatic,Diesel,52.3,31995
5005,BMW, X1,2019,4500,1.5,Manual,Petrol,49.6,26999
5006,BMW, 3 Series,2019,5500,2.0,Automatic,Petrol,42.2,28444
5007,BMW, 2 Series,2019,5500,1.5,Manual,Petrol,40.9,19555
5008,BMW, 5 Series,2019,9222,2.0,Automatic,Diesel,65.7,32499
5009,BMW, 4 Series,2019,3403,2.0,Automatic,Diesel,60.1,29999
5010,BMW, 3 Series,2020,4500,2.0,Automatic,Diesel,49.6,36650
5011,BMW, 1 Series,2019,5963,1.5,Semi-Auto,Petrol,54.3,19999
5012,BMW, 1 Series,2019,5354,1.5,Semi-Auto,Diesel,68.9,18995
5013,BMW, 1 Series,2019,5268,1.5,Semi-Auto,Diesel,68.9,18995
5014,BMW, 2 Series,2019,6772,2.0,Manual,Diesel,60.1,22499
5015,BMW, 1 Series,2019,7752,1.5,Manual,Diesel,70.6,18495
5016,BMW, 3 Series,2019,2317,2.0,Semi-Auto,Diesel,52.3,27995
5017,BMW, 3 Series,2019,3725,2.0,Automatic,Diesel,50.4,33444
5018,BMW, 3 Series,2020,4500,2.0,Automatic,Diesel,50.4,36995
5019,BMW, 4 Series,2019,6514,3.0,Automatic,Diesel,55.4,27995
5020,BMW, 7 Series,2020,1501,3.0,Semi-Auto,Diesel,42.2,54995
5021,BMW, X3,2019,8829,2.0,Semi-Auto,Petrol,30.4,34995
5022,BMW, X3,2020,1501,2.0,Semi-Auto,Diesel,54.3,33995
5023,BMW, 4 Series,2019,6500,2.0,Automatic,Diesel,65.7,26444
5024,BMW, 4 Series,2019,4837,2.0,Automatic,Diesel,65.7,29995
5025,BMW, 4 Series,2019,4500,2.0,Automatic,Diesel,58.9,30995
5026,BMW, 4 Series,2019,4500,2.0,Automatic,Diesel,58.9,29995
5027,BMW, 3 Series,2019,6500,2.0,Automatic,Diesel,52.3,30888
5028,BMW, 4 Series,2019,5891,2.0,Automatic,Diesel,65.7,27999
5029,BMW, 2 Series,2019,6500,2.0,Automatic,Diesel,46.3,25995
5030,BMW, X1,2019,1501,2.0,Semi-Auto,Diesel,52.3,30995
5031,BMW, X4,2019,1501,3.0,Semi-Auto,Diesel,40.9,41995
5032,BMW, 3 Series,2017,24701,2.0,Semi-Auto,Diesel,62.8,19450
5033,BMW, 1 Series,2017,43757,1.5,Manual,Diesel,72.4,12450
5034,BMW, 3 Series,2019,16,2.0,Manual,Diesel,54.3,29990
5035,BMW, X3,2019,5434,2.0,Semi-Auto,Diesel,54.3,33990
5036,BMW, 4 Series,2020,99,3.0,Semi-Auto,Diesel,47.9,36990
5037,BMW, 3 Series,2017,28243,2.0,Semi-Auto,Diesel,60.1,19995
5038,BMW, 4 Series,2019,8914,2.0,Automatic,Diesel,65.7,29999
5039,BMW, 5 Series,2019,6814,3.0,Automatic,Diesel,60.1,36995
5040,BMW, 2 Series,2017,15630,2.0,Semi-Auto,Diesel,62.8,17990
5041,BMW, X5,2014,42310,3.0,Automatic,Diesel,45.6,23000
5042,BMW, X5,2017,24860,3.0,Automatic,Diesel,47.1,30400
5043,BMW, 4 Series,2019,9250,3.0,Automatic,Diesel,50.4,35950
5044,BMW, X3,2019,9641,2.0,Automatic,Petrol,30.4,33450
5045,BMW, 5 Series,2019,14500,3.0,Automatic,Diesel,60.1,34995
5046,BMW, 3 Series,2019,13978,2.0,Automatic,Diesel,52.3,31995
5047,BMW, 4 Series,2019,1500,2.0,Automatic,Petrol,48.7,30995
5048,BMW, X3,2019,6527,2.0,Automatic,Diesel,54.3,38995
5049,BMW, 1 Series,2016,49315,1.5,Manual,Diesel,70.6,12400
5050,BMW, 3 Series,2016,39900,2.0,Semi-Auto,Diesel,62.8,15740
5051,BMW, 5 Series,2016,54820,2.0,Manual,Diesel,60.1,12990
5052,BMW, 3 Series,2013,17332,2.0,Semi-Auto,Petrol,47.1,11900
5053,BMW, 3 Series,2019,4995,2.0,Semi-Auto,Diesel,52.3,31995
5054,BMW, 5 Series,2019,1800,2.0,Semi-Auto,Petrol,47.9,34990
5055,BMW, X5,2019,8000,3.0,Semi-Auto,Diesel,33.6,56990
5056,BMW, 4 Series,2019,3144,2.0,Semi-Auto,Petrol,45.6,25995
5057,BMW, 3 Series,2019,8718,3.0,Semi-Auto,Diesel,47.9,33690
5058,BMW, 3 Series,2019,10130,3.0,Semi-Auto,Diesel,44.1,35490
5059,BMW, 4 Series,2016,36907,2.0,Semi-Auto,Diesel,65.7,17995
5060,BMW, 4 Series,2016,36660,2.0,Semi-Auto,Diesel,58.9,18000
5061,BMW, 5 Series,2016,22600,2.0,Semi-Auto,Diesel,62.8,16890
5062,BMW, 3 Series,2019,7015,2.0,Semi-Auto,Diesel,53.3,23990
5063,BMW, X5,2017,42000,3.0,Automatic,Diesel,42.8,36995
5064,BMW, 3 Series,2017,18799,2.0,Manual,Diesel,64.2,17950
5065,BMW, 1 Series,2019,16106,2.0,Semi-Auto,Diesel,67.3,19999
5066,BMW, 4 Series,2018,12490,3.0,Semi-Auto,Diesel,52.3,22000
5067,BMW, 4 Series,2016,40340,2.0,Semi-Auto,Petrol,48.7,16440
5068,BMW, X1,2017,19838,2.0,Automatic,Diesel,65.7,17037
5069,BMW, 3 Series,2014,52106,2.0,Semi-Auto,Diesel,62.8,12890
5070,BMW, 3 Series,2015,51050,3.0,Semi-Auto,Diesel,49.6,17190
5071,BMW, 3 Series,2015,34500,2.0,Semi-Auto,Petrol,46.3,15100
5072,BMW, 3 Series,2016,19060,3.0,Automatic,Diesel,53.3,18257
5073,BMW, 1 Series,2016,38810,1.5,Manual,Petrol,53.3,11000
5074,BMW, X1,2019,5336,2.0,Semi-Auto,Diesel,60.1,24449
5075,BMW, X2,2019,8550,2.0,Semi-Auto,Diesel,48.7,28499
5076,BMW, Z4,2019,2485,2.0,Semi-Auto,Petrol,38.7,32449
5077,BMW, X4,2019,9829,2.0,Semi-Auto,Diesel,42.8,34999
5078,BMW, X4,2019,6449,3.0,Semi-Auto,Diesel,37.2,41999
5079,BMW, 1 Series,2019,3641,1.5,Manual,Diesel,58.9,22999
5080,BMW, X5,2019,5681,3.0,Semi-Auto,Diesel,37.7,49999
5081,BMW, X3,2019,4494,3.0,Semi-Auto,Diesel,48.7,36999
5082,BMW, X3,2019,6624,2.0,Semi-Auto,Diesel,54.3,31999
5083,BMW, X2,2019,7255,1.5,Semi-Auto,Petrol,41.5,22999
5084,BMW, 6 Series,2019,1125,3.0,Semi-Auto,Petrol,34.5,39999
5085,BMW, 5 Series,2019,3709,3.0,Semi-Auto,Diesel,51.4,37999
5086,BMW, M4,2019,2373,3.0,Semi-Auto,Petrol,34.0,45999
5087,BMW, X4,2019,8023,3.0,Semi-Auto,Petrol,26.9,40999
5088,BMW, 1 Series,2019,500,1.5,Manual,Petrol,41.5,25995
5089,BMW, X3,2019,7115,2.0,Semi-Auto,Diesel,54.3,31990
5090,BMW, Z4,2019,8810,2.0,Semi-Auto,Petrol,37.2,33990
5091,BMW, X1,2019,8521,2.0,Semi-Auto,Diesel,60.1,27990
5092,BMW, X5,2019,5311,3.0,Semi-Auto,Diesel,37.7,47990
5093,BMW, X5,2019,10565,3.0,Semi-Auto,Diesel,37.7,46990
5094,BMW, X2,2019,8728,2.0,Automatic,Petrol,34.0,34995
5095,BMW, 1 Series,2019,7407,2.0,Automatic,Petrol,47.9,20222
5096,BMW, 2 Series,2019,7234,1.5,Automatic,Hybrid,148.7,20850
5097,BMW, 2 Series,2019,12070,1.5,Automatic,Hybrid,148.7,20850
5098,BMW, X4,2019,5505,2.0,Automatic,Diesel,42.8,39995
5099,BMW, 3 Series,2019,4500,2.0,Automatic,Diesel,50.4,32995
5100,BMW, 3 Series,2019,6500,2.0,Automatic,Diesel,50.4,35450
5101,BMW, 3 Series,2019,8886,2.0,Semi-Auto,Diesel,67.3,22495
5102,BMW, 1 Series,2019,1309,1.5,Manual,Petrol,41.5,25995
5103,BMW, 1 Series,2017,27756,1.5,Semi-Auto,Petrol,54.3,17495
5104,BMW, X3,2019,4490,3.0,Semi-Auto,Petrol,24.8,54995
5105,BMW, 3 Series,2016,20756,2.0,Semi-Auto,Diesel,64.2,16995
5106,BMW, 5 Series,2016,41123,2.0,Semi-Auto,Diesel,60.1,17450
5107,BMW, X2,2019,6695,2.0,Automatic,Diesel,58.9,29999
5108,BMW, 1 Series,2019,5500,1.5,Automatic,Diesel,72.4,17444
5109,BMW, 3 Series,2019,16367,2.0,Automatic,Diesel,52.3,28995
5110,BMW, 1 Series,2019,8600,2.0,Semi-Auto,Petrol,34.5,31950
5111,BMW, X5,2019,10100,3.0,Semi-Auto,Diesel,33.6,52995
5112,BMW, 3 Series,2018,23000,2.0,Semi-Auto,Diesel,62.8,21495
5113,BMW, 2 Series,2016,47385,2.0,Semi-Auto,Petrol,47.1,16950
5114,BMW, 1 Series,2019,8332,1.5,Semi-Auto,Petrol,42.8,22995
5115,BMW, 3 Series,2019,10268,2.0,Semi-Auto,Diesel,52.3,27888
5116,BMW, 3 Series,2019,11355,2.0,Semi-Auto,Diesel,52.3,26995
5117,BMW, 1 Series,2019,6196,1.5,Manual,Petrol,41.5,23995
5118,BMW, 3 Series,2019,8446,2.0,Automatic,Diesel,52.3,28995
5119,BMW, X1,2018,18487,2.0,Automatic,Diesel,60.1,23450
5120,BMW, 3 Series,2019,5500,2.0,Automatic,Petrol,39.8,35995
5121,BMW, 4 Series,2019,5500,3.0,Automatic,Petrol,41.5,38995
5122,BMW, 3 Series,2020,3500,3.0,Automatic,Diesel,45.6,36995
5123,BMW, X3,2020,4500,2.0,Automatic,Diesel,54.3,37495
5124,BMW, 2 Series,2018,14258,3.0,Semi-Auto,Petrol,32.5,23999
5125,BMW, 4 Series,2019,8028,3.0,Semi-Auto,Diesel,53.3,27950
5126,BMW, 5 Series,2020,931,2.0,Semi-Auto,Hybrid,49.6,32495
5127,BMW, X1,2020,3530,2.0,Semi-Auto,Diesel,40.9,30495
5128,BMW, 3 Series,2020,5500,3.0,Semi-Auto,Diesel,45.6,36999
5129,BMW, 1 Series,2017,20848,2.0,Semi-Auto,Petrol,48.7,16444
5130,BMW, X3,2019,6597,3.0,Semi-Auto,Petrol,24.8,56950
5131,BMW, X6,2018,18212,3.0,Semi-Auto,Diesel,40.9,38995
5132,BMW, 1 Series,2015,10889,1.5,Manual,Diesel,78.5,11750
5133,BMW, X6,2015,26100,3.0,Semi-Auto,Diesel,45.6,25000
5134,BMW, 3 Series,2018,19252,2.0,Semi-Auto,Diesel,64.2,20995
5135,BMW, X1,2017,16665,2.0,Semi-Auto,Diesel,57.6,20495
5136,BMW, 5 Series,2019,9848,2.0,Semi-Auto,Petrol,48.7,29995
5137,BMW, 5 Series,2019,6737,2.0,Semi-Auto,Petrol,48.7,29999
5138,BMW, 3 Series,2019,10430,2.0,Semi-Auto,Diesel,52.3,27888
5139,BMW, 4 Series,2016,59461,2.0,Semi-Auto,Diesel,65.7,15500
5140,BMW, X5,2020,5000,3.0,Automatic,Hybrid,188.3,63995
5141,BMW, X4,2020,5000,3.0,Automatic,Diesel,40.9,44495
5142,BMW, 3 Series,2017,20766,2.0,Semi-Auto,Hybrid,134.5,19995
5143,BMW, 4 Series,2018,14238,2.0,Automatic,Diesel,65.7,21250
5144,BMW, 2 Series,2019,2630,2.0,Automatic,Diesel,49.6,26995
5145,BMW, X2,2019,6026,2.0,Automatic,Petrol,34.0,35999
5146,BMW, 5 Series,2019,2404,2.0,Automatic,Diesel,65.7,31444
5147,BMW, 5 Series,2019,7195,2.0,Automatic,Diesel,60.1,34999
5148,BMW, 3 Series,2019,10624,2.0,Semi-Auto,Petrol,42.2,26995
5149,BMW, 5 Series,2019,7554,2.0,Semi-Auto,Petrol,50.4,25995
5150,BMW, 3 Series,2019,12399,2.0,Semi-Auto,Diesel,52.3,26995
5151,BMW, 3 Series,2019,8021,2.0,Semi-Auto,Diesel,52.3,26995
5152,BMW, 3 Series,2019,10622,2.0,Semi-Auto,Diesel,52.3,27888
5153,BMW, 3 Series,2019,10125,2.0,Semi-Auto,Petrol,47.9,24500
5154,BMW, 3 Series,2019,7585,2.0,Semi-Auto,Petrol,47.9,24995
5155,BMW, 3 Series,2020,4000,2.0,Automatic,Diesel,50.4,32995
5156,BMW, 1 Series,2020,1500,2.0,Automatic,Diesel,51.4,26995
5157,BMW, X3,2020,2789,2.0,Automatic,Diesel,54.3,37999
5158,BMW, X1,2020,1593,2.0,Automatic,Diesel,50.4,32995
5159,BMW, 5 Series,2019,7824,2.0,Automatic,Petrol,50.4,26990
5160,BMW, X5,2019,6495,3.0,Automatic,Diesel,36.7,44995
5161,BMW, 1 Series,2019,5500,1.5,Manual,Diesel,72.4,16500
5162,BMW, 3 Series,2019,9267,2.0,Automatic,Diesel,52.3,28888
5163,BMW, X7,2019,11055,3.0,Automatic,Diesel,33.6,62995
5164,BMW, 2 Series,2019,5500,1.5,Manual,Petrol,42.2,21950
5165,BMW, 4 Series,2019,1500,2.0,Automatic,Petrol,45.6,29999
5166,BMW, 1 Series,2019,7351,2.0,Semi-Auto,Diesel,68.9,20999
5167,BMW, 2 Series,2015,46555,2.0,Manual,Diesel,60.1,14950
5168,BMW, 3 Series,2019,13713,2.0,Semi-Auto,Petrol,48.7,23450
5169,BMW, 3 Series,2020,10,2.0,Automatic,Diesel,50.4,33995
5170,BMW, 3 Series,2020,7500,3.0,Automatic,Petrol,33.6,42995
5171,BMW, 1 Series,2020,197,2.0,Automatic,Diesel,48.7,34999
5172,BMW, Z4,2020,2500,2.0,Automatic,Petrol,38.7,35995
5173,BMW, 8 Series,2020,4500,3.0,Semi-Auto,Diesel,26.7,74995
5174,BMW, 7 Series,2020,3500,3.0,Semi-Auto,Diesel,42.2,53995
5175,BMW, X3,2013,54150,2.0,Semi-Auto,Diesel,50.4,15000
5176,BMW, i3,2017,22063,0.0,Automatic,Hybrid,470.8,21444
5177,BMW, 1 Series,2018,11941,3.0,Semi-Auto,Petrol,39.8,23750
5178,BMW, 1 Series,2018,12955,1.5,Manual,Diesel,51.4,14999
5179,BMW, 1 Series,2017,39806,2.0,Manual,Diesel,62.8,15850
5180,BMW, 2 Series,2019,8500,1.5,Automatic,Diesel,54.3,19495
5181,BMW, 3 Series,2016,59300,3.0,Automatic,Diesel,49.6,17297
5182,BMW, X4,2019,15411,3.0,Semi-Auto,Diesel,40.9,34500
5183,BMW, X5,2018,29150,3.0,Automatic,Diesel,47.1,33990
5184,BMW, X1,2016,25710,2.0,Semi-Auto,Diesel,65.7,17360
5185,BMW, 4 Series,2019,8182,3.0,Automatic,Diesel,52.3,28999
5186,BMW, X1,2017,15900,2.0,Manual,Diesel,60.1,21995
5187,BMW, 5 Series,2020,7500,2.0,Automatic,Hybrid,156.9,42995
5188,BMW, 1 Series,2017,27150,3.0,Semi-Auto,Petrol,39.8,21140
5189,BMW, 1 Series,2017,46440,2.0,Semi-Auto,Petrol,47.9,16270
5190,BMW, X1,2016,55000,2.0,Manual,Diesel,58.9,15270
5191,BMW, 1 Series,2016,23210,3.0,Semi-Auto,Petrol,39.8,19950
5192,BMW, X1,2017,32420,2.0,Semi-Auto,Diesel,55.4,18990
5193,BMW, 3 Series,2013,10050,2.0,Semi-Auto,Petrol,47.1,12330
5194,BMW, X4,2015,52020,2.0,Semi-Auto,Diesel,54.3,19660
5195,BMW, 1 Series,2016,30480,1.5,Semi-Auto,Petrol,54.3,15090
5196,BMW, 5 Series,2016,15830,2.0,Semi-Auto,Diesel,62.8,17160
5197,BMW, 4 Series,2017,26800,2.0,Automatic,Diesel,65.7,16507
5198,BMW, 3 Series,2014,52106,2.0,Semi-Auto,Diesel,62.8,12890
5199,BMW, 4 Series,2013,73023,3.0,Semi-Auto,Diesel,57.6,12220
5200,BMW, 3 Series,2017,61610,2.0,Semi-Auto,Petrol,48.7,15290
